sepal.length,sepal.width,petal.length,petal.width,class
0.30555555555555564,0.7916666666666665,0.05084745762711865,0.12500000000000003,Setosa
0.1666666666666668,0.4583333333333333,0.0847457627118644,0.04166666666666667,Setosa
0.19444444444444448,0.5,0.033898305084745756,0.04166666666666667,Setosa
0.611111111111111,0.3333333333333332,0.6101694915254237,0.5833333333333334,Versicolor
0.3333333333333333,0.1666666666666666,0.47457627118644063,0.4166666666666667,Versicolor
0.5277777777777778,0.3749999999999999,0.559322033898305,0.5,Versicolor
0.38888888888888895,0.3333333333333332,0.5254237288135593,0.5,Versicolor
0.5555555555555555,0.5416666666666665,0.847457627118644,1.0,Virginica
0.38888888888888895,0.20833333333333331,0.6779661016949152,0.7916666666666666,Virginica
0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,Virginica
