sepal.length,sepal.width,petal.length,petal.width,class
0.22222222222222213,0.6249999999999999,0.07017543859649121,0.04166666666666667,Setosa
0.08333333333333327,0.5833333333333333,0.07017543859649121,0.08333333333333333,Setosa
0.027777777777777922,0.3749999999999999,0.07017543859649121,0.04166666666666667,Setosa
0.13888888888888887,0.5833333333333333,0.10526315789473685,0.04166666666666667,Setosa
0.0,0.41666666666666663,0.017543859649122823,0.0,Setosa
0.38888888888888895,0.7499999999999998,0.12280701754385964,0.08333333333333333,Setosa
0.22222222222222213,0.7499999999999998,0.08771929824561403,0.08333333333333333,Setosa
0.22222222222222213,0.7083333333333333,0.08771929824561403,0.12500000000000003,Setosa
0.027777777777777922,0.41666666666666663,0.052631578947368425,0.04166666666666667,Setosa
0.19444444444444448,0.6249999999999999,0.10526315789473685,0.20833333333333334,Setosa
0.22222222222222213,0.7499999999999998,0.15789473684210525,0.12500000000000003,Setosa
0.22222222222222213,0.7499999999999998,0.10526315789473685,0.04166666666666667,Setosa
0.5833333333333334,0.5,0.6140350877192983,0.5833333333333334,Versicolor
0.1666666666666668,0.1666666666666666,0.40350877192982454,0.375,Versicolor
0.6388888888888887,0.3749999999999999,0.631578947368421,0.5,Versicolor
0.19444444444444448,0.0,0.43859649122807015,0.375,Versicolor
0.4722222222222222,0.0833333333333334,0.5263157894736842,0.375,Versicolor
0.4999999999999999,0.3333333333333332,0.6491228070175439,0.4583333333333333,Versicolor
0.5833333333333334,0.3749999999999999,0.5789473684210525,0.5,Versicolor
0.6666666666666666,0.41666666666666663,0.7017543859649122,0.6666666666666666,Versicolor
0.41666666666666663,0.2916666666666667,0.5087719298245613,0.4583333333333333,Versicolor
0.4722222222222222,0.5833333333333333,0.6140350877192983,0.625,Versicolor
0.5555555555555555,0.1249999999999999,0.5964912280701755,0.5,Versicolor
0.361111111111111,0.41666666666666663,0.5438596491228069,0.5,Versicolor
0.6666666666666666,0.20833333333333331,0.8421052631578947,0.7083333333333334,Virginica
0.8055555555555556,0.6666666666666666,0.894736842105263,1.0,Virginica
0.4722222222222222,0.0833333333333334,0.7017543859649122,0.5833333333333334,Virginica
0.9444444444444444,0.3333333333333332,1.0,0.7916666666666666,Virginica
0.6666666666666666,0.5416666666666665,0.8245614035087719,0.8333333333333334,Virginica
0.4999999999999999,0.25,0.8070175438596491,0.5416666666666666,Virginica
0.5555555555555555,0.5833333333333333,0.8070175438596491,0.9583333333333333,Virginica
0.7222222222222222,0.4583333333333333,0.7719298245614036,0.8333333333333334,Virginica
0.6666666666666666,0.4583333333333333,0.8070175438596491,0.9583333333333333,Virginica
0.6666666666666666,0.41666666666666663,0.7368421052631579,0.9166666666666666,Virginica
0.611111111111111,0.41666666666666663,0.7368421052631579,0.7916666666666666,Virginica
